# Title: Online Malicious URL Splunk Lookup
# Updated: 2024-09-10T00:48:44Z
# Expires: 1 day (update frequency)
# Homepage: https://gitlab.com/malware-filter/urlhaus-filter
# License: https://gitlab.com/malware-filter/urlhaus-filter#license
# Source: https://urlhaus.abuse.ch/api/
"host","path","message","updated"
"spaceframe.mobi.space-frame.co.za","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"src1.minibai.com","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"ssl.ftp21.cc","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"starcountry.net","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"static-91-225-132-57.devs.futuro.pl","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"static.3001.net","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"static.zongheng.com","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"stdown.dinju.com","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"sumiyuki.co.jp","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"support.clz.kr","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"syn-047-229-251-027.res.spectrum.com","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"synexenergygroup.net","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"techniguitare.com","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"tecni-soft.com","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"telegram.ninja","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"temirtau-adm.ru","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"tengfeidn.com","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"test.typoten.com","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"thaus.top","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"tmars.net","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"totalhorsehealth.com","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"travelwithmanta.co.za","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"tricotexbacau.ro","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"twizt.net","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"unicorpbrunei.com","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"up.maolaoban.top","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"update.cg100iii.com","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"uyul.oss-cn-beijing.aliyuncs.com","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"valapedia.com","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"vmi1547155.contaboserver.net","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"voineasa.ro","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"voinformatica.com.pt","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"warzone-meta.net","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"white.carsmartag.com","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"www999999asgasg-1327129302.cos.ap-chengdu.myqcloud.com","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"wynecare.com","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"xiangshunjy.com","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"xz888.oss-cn-hangzhou.aliyuncs.com","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"y.shavsl.com","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"youtransfer.net","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"yp.hnggzyjy.cn","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"ysbaojia.com","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"ysdjsrf.com","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"yzkzixun.com","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"z.shavsl.com","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"zffsg.oss-ap-northeast-2.aliyuncs.com","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"zhengxinpeixun.oss-cn-qingdao.aliyuncs.com","","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"038d159d-b3bc-44dd-a0c4-bec68c0c4123.random.tsrv1.ws","/1.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"038d159d-b3bc-44dd-a0c4-bec68c0c4123.random.tsrv1.ws","/11.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"038d159d-b3bc-44dd-a0c4-bec68c0c4123.random.tsrv1.ws","/a.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"038d159d-b3bc-44dd-a0c4-bec68c0c4123.random.tsrv1.ws","/aa","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"038d159d-b3bc-44dd-a0c4-bec68c0c4123.random.tsrv1.ws","/aaa.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"038d159d-b3bc-44dd-a0c4-bec68c0c4123.random.tsrv1.ws","/b","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"038d159d-b3bc-44dd-a0c4-bec68c0c4123.random.tsrv1.ws","/bb","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"038d159d-b3bc-44dd-a0c4-bec68c0c4123.random.tsrv1.ws","/bbb","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"038d159d-b3bc-44dd-a0c4-bec68c0c4123.random.tsrv1.ws","/c","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"038d159d-b3bc-44dd-a0c4-bec68c0c4123.random.tsrv1.ws","/cc","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"038d159d-b3bc-44dd-a0c4-bec68c0c4123.random.tsrv1.ws","/ccc","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"038d159d-b3bc-44dd-a0c4-bec68c0c4123.random.tsrv1.ws","/delta_","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"038d159d-b3bc-44dd-a0c4-bec68c0c4123.random.tsrv1.ws","/m.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"038d159d-b3bc-44dd-a0c4-bec68c0c4123.random.tsrv1.ws","/newtpp.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"038d159d-b3bc-44dd-a0c4-bec68c0c4123.random.tsrv1.ws","/npp.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"038d159d-b3bc-44dd-a0c4-bec68c0c4123.random.tsrv1.ws","/nxmr.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"038d159d-b3bc-44dd-a0c4-bec68c0c4123.random.tsrv1.ws","/o.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"038d159d-b3bc-44dd-a0c4-bec68c0c4123.random.tsrv1.ws","/pei.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"038d159d-b3bc-44dd-a0c4-bec68c0c4123.random.tsrv1.ws","/peinf.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"038d159d-b3bc-44dd-a0c4-bec68c0c4123.random.tsrv1.ws","/pi.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"038d159d-b3bc-44dd-a0c4-bec68c0c4123.random.tsrv1.ws","/pp.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"038d159d-b3bc-44dd-a0c4-bec68c0c4123.random.tsrv1.ws","/r.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"038d159d-b3bc-44dd-a0c4-bec68c0c4123.random.tsrv1.ws","/s.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"038d159d-b3bc-44dd-a0c4-bec68c0c4123.random.tsrv1.ws","/t.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"038d159d-b3bc-44dd-a0c4-bec68c0c4123.random.tsrv1.ws","/t1.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"038d159d-b3bc-44dd-a0c4-bec68c0c4123.random.tsrv1.ws","/t2.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"038d159d-b3bc-44dd-a0c4-bec68c0c4123.random.tsrv1.ws","/tdrpload.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"038d159d-b3bc-44dd-a0c4-bec68c0c4123.random.tsrv1.ws","/tpeinf.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"038d159d-b3bc-44dd-a0c4-bec68c0c4123.random.tsrv1.ws","/tt.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"038d159d-b3bc-44dd-a0c4-bec68c0c4123.random.tsrv1.ws","/twizt/2","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"038d159d-b3bc-44dd-a0c4-bec68c0c4123.random.tsrv1.ws","/twizt/3","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"038d159d-b3bc-44dd-a0c4-bec68c0c4123.random.tsrv1.ws","/twztl.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1090ce78-a573-43df-908b-4bc549764a3a.random.tsrv1.ws","/1.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1090ce78-a573-43df-908b-4bc549764a3a.random.tsrv1.ws","/11.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1090ce78-a573-43df-908b-4bc549764a3a.random.tsrv1.ws","/a.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1090ce78-a573-43df-908b-4bc549764a3a.random.tsrv1.ws","/aa","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1090ce78-a573-43df-908b-4bc549764a3a.random.tsrv1.ws","/aaa.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1090ce78-a573-43df-908b-4bc549764a3a.random.tsrv1.ws","/b","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1090ce78-a573-43df-908b-4bc549764a3a.random.tsrv1.ws","/bb","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1090ce78-a573-43df-908b-4bc549764a3a.random.tsrv1.ws","/bbb","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1090ce78-a573-43df-908b-4bc549764a3a.random.tsrv1.ws","/c","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1090ce78-a573-43df-908b-4bc549764a3a.random.tsrv1.ws","/cc","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1090ce78-a573-43df-908b-4bc549764a3a.random.tsrv1.ws","/ccc","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1090ce78-a573-43df-908b-4bc549764a3a.random.tsrv1.ws","/delta_","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1090ce78-a573-43df-908b-4bc549764a3a.random.tsrv1.ws","/m.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1090ce78-a573-43df-908b-4bc549764a3a.random.tsrv1.ws","/newtpp.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1090ce78-a573-43df-908b-4bc549764a3a.random.tsrv1.ws","/npp.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1090ce78-a573-43df-908b-4bc549764a3a.random.tsrv1.ws","/nxmr.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1090ce78-a573-43df-908b-4bc549764a3a.random.tsrv1.ws","/o.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1090ce78-a573-43df-908b-4bc549764a3a.random.tsrv1.ws","/pei.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1090ce78-a573-43df-908b-4bc549764a3a.random.tsrv1.ws","/peinf.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1090ce78-a573-43df-908b-4bc549764a3a.random.tsrv1.ws","/pi.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1090ce78-a573-43df-908b-4bc549764a3a.random.tsrv1.ws","/pp.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1090ce78-a573-43df-908b-4bc549764a3a.random.tsrv1.ws","/r.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1090ce78-a573-43df-908b-4bc549764a3a.random.tsrv1.ws","/s.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1090ce78-a573-43df-908b-4bc549764a3a.random.tsrv1.ws","/t.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1090ce78-a573-43df-908b-4bc549764a3a.random.tsrv1.ws","/t1.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1090ce78-a573-43df-908b-4bc549764a3a.random.tsrv1.ws","/t2.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1090ce78-a573-43df-908b-4bc549764a3a.random.tsrv1.ws","/tdrpload.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1090ce78-a573-43df-908b-4bc549764a3a.random.tsrv1.ws","/tpeinf.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1090ce78-a573-43df-908b-4bc549764a3a.random.tsrv1.ws","/tt.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1090ce78-a573-43df-908b-4bc549764a3a.random.tsrv1.ws","/twizt/2","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1090ce78-a573-43df-908b-4bc549764a3a.random.tsrv1.ws","/twizt/3","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1090ce78-a573-43df-908b-4bc549764a3a.random.tsrv1.ws","/twztl.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1855e8b9-5b39-418e-b53e-3259c2f0c3fc.random.tsrv1.ws","/1.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1855e8b9-5b39-418e-b53e-3259c2f0c3fc.random.tsrv1.ws","/11.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1855e8b9-5b39-418e-b53e-3259c2f0c3fc.random.tsrv1.ws","/a.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1855e8b9-5b39-418e-b53e-3259c2f0c3fc.random.tsrv1.ws","/aa","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1855e8b9-5b39-418e-b53e-3259c2f0c3fc.random.tsrv1.ws","/aaa.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1855e8b9-5b39-418e-b53e-3259c2f0c3fc.random.tsrv1.ws","/b","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1855e8b9-5b39-418e-b53e-3259c2f0c3fc.random.tsrv1.ws","/bb","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1855e8b9-5b39-418e-b53e-3259c2f0c3fc.random.tsrv1.ws","/bbb","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1855e8b9-5b39-418e-b53e-3259c2f0c3fc.random.tsrv1.ws","/c","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1855e8b9-5b39-418e-b53e-3259c2f0c3fc.random.tsrv1.ws","/cc","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1855e8b9-5b39-418e-b53e-3259c2f0c3fc.random.tsrv1.ws","/ccc","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1855e8b9-5b39-418e-b53e-3259c2f0c3fc.random.tsrv1.ws","/delta_","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1855e8b9-5b39-418e-b53e-3259c2f0c3fc.random.tsrv1.ws","/m.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1855e8b9-5b39-418e-b53e-3259c2f0c3fc.random.tsrv1.ws","/newtpp.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1855e8b9-5b39-418e-b53e-3259c2f0c3fc.random.tsrv1.ws","/npp.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1855e8b9-5b39-418e-b53e-3259c2f0c3fc.random.tsrv1.ws","/nxmr.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1855e8b9-5b39-418e-b53e-3259c2f0c3fc.random.tsrv1.ws","/o.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1855e8b9-5b39-418e-b53e-3259c2f0c3fc.random.tsrv1.ws","/pei.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1855e8b9-5b39-418e-b53e-3259c2f0c3fc.random.tsrv1.ws","/peinf.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1855e8b9-5b39-418e-b53e-3259c2f0c3fc.random.tsrv1.ws","/pi.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1855e8b9-5b39-418e-b53e-3259c2f0c3fc.random.tsrv1.ws","/pp.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1855e8b9-5b39-418e-b53e-3259c2f0c3fc.random.tsrv1.ws","/r.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1855e8b9-5b39-418e-b53e-3259c2f0c3fc.random.tsrv1.ws","/s.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1855e8b9-5b39-418e-b53e-3259c2f0c3fc.random.tsrv1.ws","/t.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1855e8b9-5b39-418e-b53e-3259c2f0c3fc.random.tsrv1.ws","/t1.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1855e8b9-5b39-418e-b53e-3259c2f0c3fc.random.tsrv1.ws","/t2.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1855e8b9-5b39-418e-b53e-3259c2f0c3fc.random.tsrv1.ws","/tdrpload.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1855e8b9-5b39-418e-b53e-3259c2f0c3fc.random.tsrv1.ws","/tpeinf.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1855e8b9-5b39-418e-b53e-3259c2f0c3fc.random.tsrv1.ws","/tt.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1855e8b9-5b39-418e-b53e-3259c2f0c3fc.random.tsrv1.ws","/twizt/2","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1855e8b9-5b39-418e-b53e-3259c2f0c3fc.random.tsrv1.ws","/twizt/3","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"1855e8b9-5b39-418e-b53e-3259c2f0c3fc.random.tsrv1.ws","/twztl.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"215be44b-06b4-4bfd-8b66-92003bd7fe54.random.tsrv1.ws","/1.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"215be44b-06b4-4bfd-8b66-92003bd7fe54.random.tsrv1.ws","/11.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"215be44b-06b4-4bfd-8b66-92003bd7fe54.random.tsrv1.ws","/a.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"215be44b-06b4-4bfd-8b66-92003bd7fe54.random.tsrv1.ws","/aa","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"215be44b-06b4-4bfd-8b66-92003bd7fe54.random.tsrv1.ws","/aaa.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"215be44b-06b4-4bfd-8b66-92003bd7fe54.random.tsrv1.ws","/b","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"215be44b-06b4-4bfd-8b66-92003bd7fe54.random.tsrv1.ws","/bb","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"215be44b-06b4-4bfd-8b66-92003bd7fe54.random.tsrv1.ws","/bbb","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"215be44b-06b4-4bfd-8b66-92003bd7fe54.random.tsrv1.ws","/c","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"215be44b-06b4-4bfd-8b66-92003bd7fe54.random.tsrv1.ws","/cc","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"215be44b-06b4-4bfd-8b66-92003bd7fe54.random.tsrv1.ws","/ccc","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"215be44b-06b4-4bfd-8b66-92003bd7fe54.random.tsrv1.ws","/delta_","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"215be44b-06b4-4bfd-8b66-92003bd7fe54.random.tsrv1.ws","/m.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"215be44b-06b4-4bfd-8b66-92003bd7fe54.random.tsrv1.ws","/newtpp.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"215be44b-06b4-4bfd-8b66-92003bd7fe54.random.tsrv1.ws","/npp.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"215be44b-06b4-4bfd-8b66-92003bd7fe54.random.tsrv1.ws","/nxmr.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"215be44b-06b4-4bfd-8b66-92003bd7fe54.random.tsrv1.ws","/o.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"215be44b-06b4-4bfd-8b66-92003bd7fe54.random.tsrv1.ws","/pei.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"215be44b-06b4-4bfd-8b66-92003bd7fe54.random.tsrv1.ws","/peinf.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"215be44b-06b4-4bfd-8b66-92003bd7fe54.random.tsrv1.ws","/pi.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"215be44b-06b4-4bfd-8b66-92003bd7fe54.random.tsrv1.ws","/pp.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"215be44b-06b4-4bfd-8b66-92003bd7fe54.random.tsrv1.ws","/r.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"215be44b-06b4-4bfd-8b66-92003bd7fe54.random.tsrv1.ws","/s.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"215be44b-06b4-4bfd-8b66-92003bd7fe54.random.tsrv1.ws","/t.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"215be44b-06b4-4bfd-8b66-92003bd7fe54.random.tsrv1.ws","/t1.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"215be44b-06b4-4bfd-8b66-92003bd7fe54.random.tsrv1.ws","/t2.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"215be44b-06b4-4bfd-8b66-92003bd7fe54.random.tsrv1.ws","/tdrpload.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"215be44b-06b4-4bfd-8b66-92003bd7fe54.random.tsrv1.ws","/tpeinf.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"215be44b-06b4-4bfd-8b66-92003bd7fe54.random.tsrv1.ws","/tt.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"215be44b-06b4-4bfd-8b66-92003bd7fe54.random.tsrv1.ws","/twizt/2","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"215be44b-06b4-4bfd-8b66-92003bd7fe54.random.tsrv1.ws","/twizt/3","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"215be44b-06b4-4bfd-8b66-92003bd7fe54.random.tsrv1.ws","/twztl.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"2173c68b-2260-4810-9a81-774ef2ab2048.random.aefiabeuodbauobfafoebbf.net","/1.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"2173c68b-2260-4810-9a81-774ef2ab2048.random.aefiabeuodbauobfafoebbf.net","/11","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"2173c68b-2260-4810-9a81-774ef2ab2048.random.aefiabeuodbauobfafoebbf.net","/11.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"2173c68b-2260-4810-9a81-774ef2ab2048.random.aefiabeuodbauobfafoebbf.net","/111","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"2173c68b-2260-4810-9a81-774ef2ab2048.random.aefiabeuodbauobfafoebbf.net","/222","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"2173c68b-2260-4810-9a81-774ef2ab2048.random.aefiabeuodbauobfafoebbf.net","/33","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"2173c68b-2260-4810-9a81-774ef2ab2048.random.aefiabeuodbauobfafoebbf.net","/a.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"2173c68b-2260-4810-9a81-774ef2ab2048.random.aefiabeuodbauobfafoebbf.net","/aa","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"2173c68b-2260-4810-9a81-774ef2ab2048.random.aefiabeuodbauobfafoebbf.net","/aaa.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"2173c68b-2260-4810-9a81-774ef2ab2048.random.aefiabeuodbauobfafoebbf.net","/b","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"2173c68b-2260-4810-9a81-774ef2ab2048.random.aefiabeuodbauobfafoebbf.net","/bb","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"2173c68b-2260-4810-9a81-774ef2ab2048.random.aefiabeuodbauobfafoebbf.net","/bbb","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"2173c68b-2260-4810-9a81-774ef2ab2048.random.aefiabeuodbauobfafoebbf.net","/c","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"2173c68b-2260-4810-9a81-774ef2ab2048.random.aefiabeuodbauobfafoebbf.net","/c6","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"2173c68b-2260-4810-9a81-774ef2ab2048.random.aefiabeuodbauobfafoebbf.net","/cc","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"2173c68b-2260-4810-9a81-774ef2ab2048.random.aefiabeuodbauobfafoebbf.net","/ccc","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"2173c68b-2260-4810-9a81-774ef2ab2048.random.aefiabeuodbauobfafoebbf.net","/m.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"2173c68b-2260-4810-9a81-774ef2ab2048.random.aefiabeuodbauobfafoebbf.net","/newtpp.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"2173c68b-2260-4810-9a81-774ef2ab2048.random.aefiabeuodbauobfafoebbf.net","/npp.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"2173c68b-2260-4810-9a81-774ef2ab2048.random.aefiabeuodbauobfafoebbf.net","/nxmr.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"2173c68b-2260-4810-9a81-774ef2ab2048.random.aefiabeuodbauobfafoebbf.net","/o.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"2173c68b-2260-4810-9a81-774ef2ab2048.random.aefiabeuodbauobfafoebbf.net","/pei.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"2173c68b-2260-4810-9a81-774ef2ab2048.random.aefiabeuodbauobfafoebbf.net","/peinf.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
